10.445653200149536s to calculate
0.03365015983581543s to dump
         1087997 function calls (1072484 primitive calls) in 11.320 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 __init__.py:509(_get_xdg_cache_dir)
      328    0.000    0.000    0.000    0.000 typing.py:1621(__eq__)
      276    0.000    0.000    0.000    0.000 helpers.py:211(<lambda>)
        3    0.000    0.000    0.000    0.000 axis.py:416(_get_text1_transform)
      6/5    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      338    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 image.py:1047(NonUniformImage)
      813    0.000    0.000    0.000    0.000 inspect.py:3079(parameters)
        3    0.000    0.000    0.000    0.000 _methods.py:46(_amin)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
       22    0.000    0.000    0.000    0.000 core.py:1012(reset_cache)
        1    0.000    0.000    0.000    0.000 transforms.py:2348(CompositeGenericTransform)
       16    0.000    0.000    0.000    0.000 cbook.py:110(_weak_or_strong_ref)
        1    0.000    0.000    0.000    0.000 patches.py:4460(ConnectionPatch)
       53    0.000    0.000    0.000    0.000 lines.py:75(_scale_dashes)
       12    0.000    0.000    0.000    0.000 cbook.py:1748(_safe_first_finite)
        1    0.000    0.000    0.000    0.000 table.py:37(Cell)
       28    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       49    0.000    0.000    0.000    0.000 colors.py:401(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1035(TimerBase)
      248    0.000    0.000    0.000    0.000 patches.py:2343(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:1740(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3509(new_figure_manager_given_figure)
        2    0.000    0.000    0.000    0.000 pathlib.py:1306(mkdir)
       43    0.000    0.000    0.000    0.000 text.py:1249(set_verticalalignment)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1675(FigureCanvasBase)
        4    0.000    0.000    0.000    0.000 ast.py:56(literal_eval)
       44    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1786(new_manager)
      329    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
       17    0.000    0.000    0.000    0.000 patches.py:782(_convert_units)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       45    0.000    0.000    0.000    0.000 typing.py:307(_unpack_args)
        6    0.000    0.000    0.000    0.000 pathlib.py:835(stat)
    28/24    0.000    0.000    0.000    0.000 spines.py:202(_ensure_position_is_set)
        3    0.000    0.000    0.000    0.000 axis.py:477(_get_text1_transform)
      137    0.000    0.000    0.000    0.000 core.py:1752(set_whitespace_chars)
        2    0.000    0.000    0.000    0.000 deprecation.py:245(__set_name__)
      336    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       18    0.000    0.000    0.000    0.000 artist.py:1109(set_zorder)
       18    0.000    0.000    0.000    0.000 lines.py:737(set_transform)
        1    0.000    0.000    0.000    0.000 Image.py:527(Image)
       49    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
       15    0.000    0.000    0.000    0.000 transforms.py:1985(rotate)
      215    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
       28    0.000    0.000    0.000    0.000 pathlib.py:618(stem)
       18    0.000    0.000    0.000    0.000 __init__.py:150(__init__)
        3    0.000    0.000    0.000    0.000 _base.py:940(get_xaxis_text1_transform)
        1    0.000    0.000    0.000    0.000 _enums.py:27(JoinStyle)
       30    0.000    0.000    0.000    0.000 transforms.py:2040(translate)
       33    0.000    0.000    0.000    0.000 results.py:221(__setitem__)
        1    0.000    0.000    0.000    0.000 patches.py:2730(ConnectionStyle)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2673(create_with_canvas)
        3    0.000    0.000    0.000    0.000 core.py:3004(__array_finalize__)
        1    0.000    0.000    0.000    0.000 contour.py:58(ContourLabeler)
        6    0.000    0.000    0.000    0.000 core.py:5093(__init__)
      222    0.000    0.000    0.000    0.000 transforms.py:1345(<genexpr>)
       11    0.000    0.000    0.000    0.000 patches.py:376(set_edgecolor)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
        1    0.000    0.000    0.000    0.000 core.py:2721(MaskedArray)
       30    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
       63    0.000    0.000    0.000    0.000 cbook.py:181(__init__)
       51    0.000    0.000    0.000    0.000 typing.py:1560(<genexpr>)
       21    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
      648    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        3    0.000    0.000    0.000    0.000 axis.py:480(_get_text2_transform)
       30    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        1    0.000    0.000    0.000    0.000 _enums.py:119(CapStyle)
        4    0.000    0.000    0.000    0.000 spines.py:299(set_position)
        1    0.000    0.000    0.000    0.000 core.py:143(Diagnostics)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        2    0.000    0.000    0.000    0.000 pathlib.py:164(select_from)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:586(get_data_path)
      575    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        4    0.000    0.000    0.000    0.000 ticker.py:1655(nonsingular)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
        3    0.000    0.000    0.000    0.000 _base.py:1020(get_yaxis_text1_transform)
      170    0.000    0.000    0.000    0.000 textwrap.py:479(predicate)
       25    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        8    0.000    0.000    0.000    0.000 core.py:4341(_generateDefaultName)
       30    0.000    0.000    0.000    0.000 markers.py:275(_set_fillstyle)
        3    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 cbook.py:849(__init__)
       50    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 core.py:238(reload_library)
       27    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
        3    0.000    0.000    0.000    0.000 axis.py:419(_get_text2_transform)
        1    0.000    0.000    0.000    0.000 testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2993(Regex)
      769    0.000    0.000    0.000    0.000 inspect.py:2790(default)
        8    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
       43    0.000    0.000    0.000    0.000 text.py:1000(set_horizontalalignment)
       76    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
       67    0.000    0.000    0.000    0.000 __init__.py:1303(_val_or_rc)
       97    0.000    0.000    0.000    0.000 rcsetup.py:77(__call__)
       35    0.000    0.000    0.000    0.000 font_manager.py:729(set_family)
       13    0.000    0.000    0.000    0.000 core.py:8544(_replace_return_type)
      452    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      154    0.000    0.000    0.000    0.000 numerictypes.py:288(issubclass_)
      220    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       18    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
       11    0.000    0.000    0.000    0.000 patches.py:361(_set_edgecolor)
       11    0.000    0.000    0.000    0.000 rcsetup.py:361(_validate_cmap)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
      345    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       23    0.000    0.000    0.000    0.000 font_manager.py:743(set_style)
       65    0.000    0.000    0.000    0.000 inspect.py:2154(_signature_is_functionlike)
       13    0.000    0.000    0.000    0.000 transforms.py:2685(__init__)
        3    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        4    0.000    0.000    0.000    0.000 getlimits.py:309(_get_machar)
       51    0.000    0.000    0.000    0.000 core.py:2425(_generateDefaultName)
        8    0.000    0.000    0.000    0.000 functools.py:970(__set_name__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 text.py:1619(Annotation)
        1    0.000    0.000    0.000    0.000 Image.py:155(Transpose)
      403    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 collections.py:2108(QuadMesh)
       14    0.000    0.000    0.000    0.000 axis.py:1802(convert_units)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win.py:1(<module>)
        4    0.000    0.000    0.000    0.000 transforms.py:2834(nonsingular)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2636(__init__)
       19    0.000    0.000    0.000    0.000 cbook.py:924(get_siblings)
      209    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        3    0.000    0.000    0.000    0.000 _base.py:1046(get_yaxis_text2_transform)
       28    0.000    0.000    0.000    0.000 rcsetup.py:487(_validate_linestyle)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
      103    0.000    0.000    0.000    0.000 types.py:192(__init__)
        2    0.000    0.000    0.000    0.000 core.py:550(set_results_name)
        8    0.000    0.000    0.000    0.000 pathlib.py:719(__truediv__)
      187    0.000    0.000    0.000    0.000 typing.py:1616(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:445(open)
        1    0.000    0.000    0.000    0.000 cm.py:309(__init__)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
      156    0.000    0.000    0.000    0.000 core.py:1992(__hash__)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _common.py:13(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:1129(_set_position)
        8    0.000    0.000    0.000    0.000 axis.py:720(_get_shared_axes)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1285(LocationEvent)
        1    0.000    0.000    0.000    0.000 _cm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1282(__ror__)
        1    0.000    0.000    0.000    0.000 core.py:198(update_user_library)
        1    0.000    0.000    0.000    0.000 polar.py:32(PolarTransform)
        8    0.000    0.000    0.000    0.000 core.py:6029(<genexpr>)
        5    0.000    0.000    0.000    0.000 fromnumeric.py:2400(any)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        1    0.000    0.000    0.000    0.000 transforms.py:1824(Affine2DBase)
      130    0.000    0.000    0.000    0.000 unicode.py:105(<genexpr>)
        4    0.000    0.000    0.000    0.000 _base.py:850(viewLim)
        3    0.000    0.000    0.000    0.000 _base.py:966(get_xaxis_text2_transform)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        4    0.000    0.000    0.000    0.000 colors.py:1740(Norm)
      222    0.000    0.000    0.000    0.000 patches.py:2336(<genexpr>)
      204    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      438    0.000    0.000    0.000    0.000 artist.py:293(axes)
        2    0.000    0.000    0.000    0.000 colors.py:1317(_changed)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 gridspec.py:521(SubplotSpec)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       32    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        4    0.000    0.000    0.000    0.000 inspect.py:3111(__hash__)
       47    0.000    0.000    0.000    0.000 rcsetup.py:382(validate_fontsize)
        4    0.000    0.000    0.000    0.000 _base.py:1174(_set_artist_props)
        1    0.000    0.000    0.000    0.000 pprint.py:1(<module>)
       17    0.000    0.000    0.000    0.000 figure.py:65(_stale_figure_callback)
       47    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 lines.py:1128(set_linewidth)
        8    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        1    0.000    0.000    0.000    0.000 cm.py:301(ScalarMappable)
        6    0.000    0.000    0.000    0.000 core.py:6023(<lambda>)
       23    0.000    0.000    0.000    0.000 font_manager.py:756(set_variant)
        3    0.000    0.000    0.000    0.000 _methods.py:42(_amax)
        1    0.000    0.000    0.000    0.000 results.py:19(_ParseResultsWithOffset)
       51    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       26    0.000    0.000    0.000    0.000 __init__.py:213(__getattr__)
       55    0.000    0.000    0.000    0.000 inspect.py:2528(<lambda>)
       17    0.000    0.000    0.000    0.000 rcsetup.py:298(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 gridspec.py:551(_from_subplot_args)
      172    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 patches.py:1994(Arc)
      102    0.000    0.000    0.000    0.000 typing.py:1311(<genexpr>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:466(_validate_papersize)
        3    0.000    0.000    0.000    0.000 core.py:1594(__xor__)
        4    0.000    0.000    0.000    0.000 _base.py:836(_unstale_viewLim)
